id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_AB","","T1_BasicMechanics","MOV_VirtualWorld","started","2025-2-18 11:12:35.261"
1,"FDI_AB","","T1_BasicMechanics","MOV_VirtualWorld","completed","2025-2-18 11:22:8.630"
2,"FDI_AB","","T1_BasicMechanics","OI_Detection","started","2025-2-18 11:25:23.917"
3,"FDI_AB","","T1_BasicMechanics","OI_Detection","completed","2025-2-18 11:28:3.199"
4,"FDI_AB","","T1_BasicMechanics","OI_GrabRelease","started","2025-2-18 11:30:2.312"
5,"FDI_AB","","T1_BasicMechanics","OI_GrabRelease","completed","2025-2-18 11:31:54.797"
6,"FDI_AB","","T1_BasicMechanics","OI_Placement","started","2025-2-18 11:33:27.876"
7,"FDI_AB","","T1_BasicMechanics","OI_Placement","completed","2025-2-18 11:35:56.166"
8,"FDI_AB","","T1_BasicMechanics","CI_Conversation","started","2025-2-18 11:36:59.310"
9,"FDI_AB","","T1_BasicMechanics","CI_Conversation","completed","2025-2-18 11:37:28.267"
