id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_AJ","","T1_BasicMechanics","MOV_VirtualWorld","started","2025-2-21 10:16:41.909"
1,"FDI_AJ","","T1_BasicMechanics","MOV_VirtualWorld","completed","2025-2-21 10:20:17.618"
2,"FDI_AJ","","T1_BasicMechanics","OI_Detection","started","2025-2-21 10:23:1.578"
3,"FDI_AJ","","T1_BasicMechanics","OI_Detection","completed","2025-2-21 10:24:5.688"
4,"FDI_AJ","","T1_BasicMechanics","OI_GrabRelease","started","2025-2-21 10:28:39.377"
5,"FDI_AJ","","T1_BasicMechanics","OI_GrabRelease","completed","2025-2-21 10:28:52.613"
6,"FDI_AJ","","T1_BasicMechanics","OI_Placement","started","2025-2-21 10:29:27.856"
7,"FDI_AJ","","T1_BasicMechanics","OI_Placement","completed","2025-2-21 10:31:27.3"
8,"FDI_AJ","","T1_BasicMechanics","CI_Conversation","started","2025-2-21 10:31:53.550"
9,"FDI_AJ","","T1_BasicMechanics","CI_Conversation","completed","2025-2-21 10:32:23.318"
