id,user_id,experiment_id,scenario_type,actor_id,actor_name,dose_rate,dose_absortion,event_datetime
0,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","0.019842","0.0","2025-2-20 10:22:19.781"
1,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","0.525682","0.000072","2025-2-20 10:22:20.277"
2,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","0.536792","0.000132","2025-2-20 10:22:20.838"
3,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","0.791088","0.000231","2025-2-20 10:22:21.357"
4,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","1.272385","0.000362","2025-2-20 10:22:21.945"
5,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","1.270079","0.000561","2025-2-20 10:22:22.448"
6,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","2.256085","0.00085","2025-2-20 10:22:22.950"
7,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","2.252935","0.001172","2025-2-20 10:22:23.457"
8,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","3.842771","0.001571","2025-2-20 10:22:23.960"
9,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","3.680142","0.002109","2025-2-20 10:22:24.481"
10,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","3.646084","0.002639","2025-2-20 10:22:25.75"
11,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","3.629585","0.003165","2025-2-20 10:22:25.514"
12,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","3.611614","0.003681","2025-2-20 10:22:26.27"
13,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","3.589614","0.004183","2025-2-20 10:22:26.537"
14,"FDI_BF","","T2_BasicEmergency","3","BP_Dosimeter_SABG1000","3.586525","0.004689","2025-2-20 10:22:27.41"
