id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_BK","","T1_BasicMechanics","MOV_VirtualWorld","started","2025-2-21 10:7:40.664"
1,"FDI_BK","","T1_BasicMechanics","MOV_VirtualWorld","completed","2025-2-21 10:14:18.656"
2,"FDI_BK","","T1_BasicMechanics","OI_Detection","started","2025-2-21 10:15:20.852"
3,"FDI_BK","","T1_BasicMechanics","OI_Detection","completed","2025-2-21 10:16:4.968"
4,"FDI_BK","","T1_BasicMechanics","OI_GrabRelease","started","2025-2-21 10:16:56.866"
5,"FDI_BK","","T1_BasicMechanics","OI_GrabRelease","completed","2025-2-21 10:17:19.495"
6,"FDI_BK","","T1_BasicMechanics","OI_Placement","started","2025-2-21 10:17:48.664"
7,"FDI_BK","","T1_BasicMechanics","OI_Placement","completed","2025-2-21 10:19:14.431"
8,"FDI_BK","","T1_BasicMechanics","CI_Conversation","started","2025-2-21 10:19:53.532"
9,"FDI_BK","","T1_BasicMechanics","CI_Conversation","completed","2025-2-21 10:20:19.972"
