id,user_id,experiment_id,scenario_type,actor_id,actor_name,dose_rate,dose_absortion,event_datetime
0,"FDI_AI","","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.000073","0.0","2025-2-20 13:43:48.140"
1,"FDI_AI","","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.004414","0.000001","2025-2-20 13:43:48.605"
2,"FDI_AI","","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.004555","0.000001","2025-2-20 13:43:49.94"
3,"FDI_AI","","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.004674","0.000002","2025-2-20 13:43:49.634"
4,"FDI_AI","","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.004719","0.000003","2025-2-20 13:43:50.169"
5,"FDI_AI","","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.006059","0.000003","2025-2-20 13:43:50.760"
6,"FDI_AI","","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.009","0.000005","2025-2-20 13:43:51.252"
7,"FDI_AI","","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.00901","0.000006","2025-2-20 13:43:51.791"
8,"FDI_AI","","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","54.235693","2025-2-20 13:44:3.508"
9,"FDI_AI","","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","54.265479","2025-2-20 13:44:3.752"
10,"FDI_AI","","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","54.295405","2025-2-20 13:44:3.968"
11,"FDI_AI","","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","54.35216","2025-2-20 13:44:4.473"
12,"FDI_AI","","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","54.38749","2025-2-20 13:44:4.758"
