id,user_id,experiment_id,scenario_type,actor_id,dose_rate,dose_absortion,event_datetime
0,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.626816","2025-2-18 12:49:12.112"
1,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.637983","2025-2-18 12:49:12.604"
2,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.64811","2025-2-18 12:49:13.201"
3,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.664004","2025-2-18 12:49:13.699"
4,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.676324","2025-2-18 12:49:14.239"
5,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.688655","2025-2-18 12:49:14.747"
6,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.698402","2025-2-18 12:49:15.309"
7,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.714174","2025-2-18 12:49:15.815"
8,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.725842","2025-2-18 12:49:16.319"
9,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.73797","2025-2-18 12:49:16.819"
10,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.746032","2025-2-18 12:49:17.327"
11,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.762171","2025-2-18 12:49:17.851"
12,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.77392","2025-2-18 12:49:18.362"
13,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.785973","2025-2-18 12:49:18.893"
14,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.795387","2025-2-18 12:49:19.454"
15,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.811873","2025-2-18 12:49:19.975"
16,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.8237","2025-2-18 12:49:20.483"
17,"FDI_BC","","T2_BasicEmergency","3","84.655993","9.835641","2025-2-18 12:49:21.55"
