id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_AG","","T1_BasicMechanics","MOV_VirtualWorld","started","2025-2-20 11:12:8.392"
1,"FDI_AG","","T1_BasicMechanics","MOV_VirtualWorld","completed","2025-2-20 11:21:21.772"
2,"FDI_AG","","T1_BasicMechanics","OI_Detection","started","2025-2-20 11:21:44.328"
3,"FDI_AG","","T1_BasicMechanics","OI_Detection","completed","2025-2-20 11:22:15.620"
4,"FDI_AG","","T1_BasicMechanics","OI_GrabRelease","started","2025-2-20 11:22:29.217"
5,"FDI_AG","","T1_BasicMechanics","OI_GrabRelease","completed","2025-2-20 11:22:38.126"
6,"FDI_AG","","T1_BasicMechanics","OI_Placement","started","2025-2-20 11:22:47.70"
7,"FDI_AG","","T1_BasicMechanics","OI_Placement","completed","2025-2-20 11:23:15.62"
8,"FDI_AG","","T1_BasicMechanics","CI_Conversation","started","2025-2-20 11:23:24.503"
9,"FDI_AG","","T1_BasicMechanics","CI_Conversation","completed","2025-2-20 11:24:0.858"
