id,user_id,experiment_id,scenario_type,actor_id,dose_rate,dose_absortion,event_datetime
0,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.390384","2025-2-18 13:28:13.54"
1,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.401349","2025-2-18 13:28:13.535"
2,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.413453","2025-2-18 13:28:14.29"
3,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.425082","2025-2-18 13:28:14.529"
4,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.437078","2025-2-18 13:28:15.54"
5,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.449063","2025-2-18 13:28:15.547"
6,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.461019","2025-2-18 13:28:16.60"
7,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.473057","2025-2-18 13:28:16.564"
8,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.484983","2025-2-18 13:28:17.95"
9,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.497032","2025-2-18 13:28:17.607"
10,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.507566","2025-2-18 13:28:18.177"
11,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.522683","2025-2-18 13:28:18.678"
12,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.535169","2025-2-18 13:28:19.226"
13,"FDI_AD","","T2_BasicEmergency","3","84.670457","5.547141","2025-2-18 13:28:19.713"
14,"FDI_AD","","T2_BasicEmergency","3","72.194956","5.549639","2025-2-18 13:28:19.845"
15,"FDI_AD","","T2_BasicEmergency","3","76.975399","5.558247","2025-2-18 13:28:20.220"
16,"FDI_AD","","T2_BasicEmergency","3","76.748781","5.558939","2025-2-18 13:28:20.272"
17,"FDI_AD","","T2_BasicEmergency","3","71.33766","5.561266","2025-2-18 13:28:20.356"
