id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_BC","","T1_BasicMechanics","MOV_VirtualWorld","started","2025-2-18 12:9:15.748"
1,"FDI_BC","","T1_BasicMechanics","MOV_VirtualWorld","completed","2025-2-18 12:14:41.920"
2,"FDI_BC","","T1_BasicMechanics","OI_Detection","started","2025-2-18 12:22:41.530"
3,"FDI_BC","","T1_BasicMechanics","OI_Detection","completed","2025-2-18 12:23:31.536"
4,"FDI_BC","","T1_BasicMechanics","OI_GrabRelease","started","2025-2-18 12:25:22.819"
5,"FDI_BC","","T1_BasicMechanics","OI_GrabRelease","completed","2025-2-18 12:26:14.252"
6,"FDI_BC","","T1_BasicMechanics","OI_Placement","started","2025-2-18 12:28:15.163"
7,"FDI_BC","","T1_BasicMechanics","OI_Placement","completed","2025-2-18 12:29:54.431"
8,"FDI_BC","","T1_BasicMechanics","CI_Conversation","started","2025-2-18 12:31:46.388"
9,"FDI_BC","","T1_BasicMechanics","CI_Conversation","completed","2025-2-18 12:32:41.475"
