id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_AF","","T1_BasicMechanics","MOV_VirtualWorld","started","2025-2-20 10:17:18.762"
1,"FDI_AF","","T1_BasicMechanics","MOV_VirtualWorld","completed","2025-2-20 10:20:23.819"
2,"FDI_AF","","T1_BasicMechanics","OI_Detection","started","2025-2-20 10:21:11.408"
3,"FDI_AF","","T1_BasicMechanics","OI_Detection","completed","2025-2-20 10:21:27.891"
4,"FDI_AF","","T1_BasicMechanics","OI_GrabRelease","started","2025-2-20 10:23:4.954"
5,"FDI_AF","","T1_BasicMechanics","OI_GrabRelease","completed","2025-2-20 10:23:21.111"
6,"FDI_AF","","T1_BasicMechanics","OI_Placement","started","2025-2-20 10:23:50.630"
7,"FDI_AF","","T1_BasicMechanics","OI_Placement","completed","2025-2-20 10:24:21.47"
8,"FDI_AF","","T1_BasicMechanics","CI_Conversation","started","2025-2-20 10:24:45.459"
9,"FDI_AF","","T1_BasicMechanics","CI_Conversation","completed","2025-2-20 10:25:17.160"
