id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_BL","","T1_BasicMechanics","MOV_VirtualWorld","started","2025-2-21 11:18:56.406"
1,"FDI_BL","","T1_BasicMechanics","MOV_VirtualWorld","completed","2025-2-21 11:21:18.550"
2,"FDI_BL","","T1_BasicMechanics","OI_Detection","started","2025-2-21 11:22:52.674"
3,"FDI_BL","","T1_BasicMechanics","OI_Detection","completed","2025-2-21 11:23:55.880"
4,"FDI_BL","","T1_BasicMechanics","OI_GrabRelease","started","2025-2-21 11:25:28.224"
5,"FDI_BL","","T1_BasicMechanics","OI_GrabRelease","completed","2025-2-21 11:25:52.859"
6,"FDI_BL","","T1_BasicMechanics","OI_Placement","started","2025-2-21 11:26:45.491"
7,"FDI_BL","","T1_BasicMechanics","OI_Placement","completed","2025-2-21 11:27:24.352"
8,"FDI_BL","","T1_BasicMechanics","CI_Conversation","started","2025-2-21 11:28:25.177"
9,"FDI_BL","","T1_BasicMechanics","CI_Conversation","completed","2025-2-21 11:29:0.122"
