id,user_id,experiment_id,scenario_type,actor_id,actor_name,event_type,hand,event_datetime
0,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_3","start_detection","Right","2025-2-21 12:36:12.961"
1,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_3","grab","Right","2025-2-21 12:36:14.272"
2,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_3","stop_detection","Right","2025-2-21 12:36:14.293"
3,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_3","release","Right","2025-2-21 12:36:26.918"
4,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_4","start_detection","Right","2025-2-21 12:36:38.305"
5,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_4","grab","Right","2025-2-21 12:36:38.739"
6,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_4","stop_detection","Right","2025-2-21 12:36:38.755"
7,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_4","release","Right","2025-2-21 12:36:47.214"
8,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_1","start_detection","Right","2025-2-21 12:36:58.942"
9,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_1","grab","Right","2025-2-21 12:36:59.675"
10,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_1","stop_detection","Right","2025-2-21 12:36:59.689"
11,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_1","release","Right","2025-2-21 12:37:6.876"
12,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_5","start_detection","Right","2025-2-21 12:37:22.331"
13,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_5","grab","Right","2025-2-21 12:37:22.659"
14,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_5","stop_detection","Right","2025-2-21 12:37:22.678"
15,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_5","release","Right","2025-2-21 12:37:23.79"
16,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_5","start_detection","Right","2025-2-21 12:37:23.563"
17,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_5","stop_detection","Right","2025-2-21 12:37:23.765"
18,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_5","start_detection","Right","2025-2-21 12:37:29.527"
19,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_5","grab","Right","2025-2-21 12:37:29.892"
20,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_5","stop_detection","Right","2025-2-21 12:37:29.907"
21,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_5","release","Right","2025-2-21 12:37:42.8"
22,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_7","start_detection","Right","2025-2-21 12:37:51.435"
23,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_7","grab","Right","2025-2-21 12:37:51.854"
24,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_7","stop_detection","Right","2025-2-21 12:37:51.869"
25,"FDI_AL","","S1_BasicMechanics","2","TrafficCone_7","release","Right","2025-2-21 12:38:6.83"
26,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_1","start_detection","Right","2025-2-21 12:38:28.12"
27,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_1","grab","Right","2025-2-21 12:38:28.286"
28,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_1","stop_detection","Right","2025-2-21 12:38:28.302"
29,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_1","release","Right","2025-2-21 12:38:42.518"
30,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_3","start_detection","Right","2025-2-21 12:39:9.202"
31,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_3","grab","Right","2025-2-21 12:39:9.766"
32,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_3","stop_detection","Right","2025-2-21 12:39:9.786"
33,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_3","release","Right","2025-2-21 12:39:17.813"
34,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_4","start_detection","Right","2025-2-21 12:39:32.106"
35,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_4","grab","Right","2025-2-21 12:39:32.179"
36,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_4","stop_detection","Right","2025-2-21 12:39:32.198"
37,"FDI_AL","","S1_BasicMechanics","3","Dosimeter_SABG100_4","release","Right","2025-2-21 12:39:43.125"
38,"FDI_AL","","S1_BasicMechanics","4","Dosimeter_EPD_2","start_detection","Right","2025-2-21 12:39:50.793"
39,"FDI_AL","","S1_BasicMechanics","4","Dosimeter_EPD_2","grab","Right","2025-2-21 12:39:51.630"
40,"FDI_AL","","S1_BasicMechanics","4","Dosimeter_EPD_2","stop_detection","Right","2025-2-21 12:39:51.646"
41,"FDI_AL","","S1_BasicMechanics","4","Dosimeter_EPD_2","release","Right","2025-2-21 12:40:2.350"
42,"FDI_AL","","S1_BasicMechanics","4","Dosimeter_EPD_1","start_detection","Right","2025-2-21 12:40:14.921"
43,"FDI_AL","","S1_BasicMechanics","4","Dosimeter_EPD_1","grab","Right","2025-2-21 12:40:15.560"
44,"FDI_AL","","S1_BasicMechanics","4","Dosimeter_EPD_1","stop_detection","Right","2025-2-21 12:40:15.576"
45,"FDI_AL","","S1_BasicMechanics","4","Dosimeter_EPD_1","release","Right","2025-2-21 12:40:26.130"
46,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","start_detection","Right","2025-2-21 12:41:41.580"
47,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","grab","Left","2025-2-21 12:41:42.558"
48,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","stop_detection","Right","2025-2-21 12:41:42.576"
49,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","release","Left","2025-2-21 12:41:44.32"
50,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","start_detection","Right","2025-2-21 12:41:44.495"
51,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","grab","Left","2025-2-21 12:41:45.521"
52,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","stop_detection","Right","2025-2-21 12:41:45.536"
53,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","release","Left","2025-2-21 12:41:46.509"
54,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","start_detection","Right","2025-2-21 12:41:47.52"
55,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","grab","Left","2025-2-21 12:41:48.809"
56,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","stop_detection","Right","2025-2-21 12:41:48.826"
57,"FDI_AL","","S1_BasicMechanics","1","Knob1_GEN_VARIABLE_BP_DoorKnob_C_CAT_1088","release","Left","2025-2-21 12:41:49.534"
