id,user_id,experiment_id,scenario_type,actor_id,dose_rate,dose_absortion,event_datetime
0,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014422","2025-2-18 13:44:32.541"
1,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014424","2025-2-18 13:44:32.924"
2,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014428","2025-2-18 13:44:33.445"
3,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014431","2025-2-18 13:44:34.7"
4,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014434","2025-2-18 13:44:34.514"
5,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014438","2025-2-18 13:44:35.31"
6,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014439","2025-2-18 13:44:35.355"
7,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.01444","2025-2-18 13:44:35.441"
8,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.01444","2025-2-18 13:44:35.542"
9,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014444","2025-2-18 13:44:36.66"
10,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014446","2025-2-18 13:44:36.444"
11,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014446","2025-2-18 13:44:36.518"
12,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014447","2025-2-18 13:44:36.629"
13,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014451","2025-2-18 13:44:37.171"
14,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014459","2025-2-18 13:44:38.486"
15,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014462","2025-2-18 13:44:38.998"
16,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014464","2025-2-18 13:44:39.591"
17,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014469","2025-2-18 13:44:40.157"
18,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014472","2025-2-18 13:44:40.656"
19,"FDI_BD","","S2_BasicEmergency","6","0.021856","0.014475","2025-2-18 13:44:41.220"
20,"FDI_BD","","S2_BasicEmergency","5","0.015721","0.00212","2025-2-18 13:44:54.668"
