id,user_id,experiment_id,scenario_type,actor_id,actor_name,event_type,hand,event_datetime
0,"FDI_AI","","T1_BasicMechanics","9","Clamps_1","start_detection","Right","2025-2-20 13:8:15.647"
1,"FDI_AI","","T1_BasicMechanics","9","Clamps_1","grab","Right","2025-2-20 13:8:21.17"
2,"FDI_AI","","T1_BasicMechanics","9","Clamps_1","stop_detection","Right","2025-2-20 13:8:21.36"
3,"FDI_AI","","T1_BasicMechanics","9","Clamps_1","release","Right","2025-2-20 13:8:21.452"
4,"FDI_AI","","T1_BasicMechanics","9","Clamps_1","start_detection","Right","2025-2-20 13:8:26.393"
5,"FDI_AI","","T1_BasicMechanics","9","Clamps_1","grab","Right","2025-2-20 13:8:26.883"
6,"FDI_AI","","T1_BasicMechanics","9","Clamps_1","stop_detection","Right","2025-2-20 13:8:26.905"
7,"FDI_AI","","T1_BasicMechanics","9","Clamps_1","release","Right","2025-2-20 13:8:34.152"
8,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_1","start_detection","Left","2025-2-20 13:9:10.204"
9,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_1","stop_detection","Left","2025-2-20 13:9:10.312"
10,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_1","start_detection","Right","2025-2-20 13:9:46.778"
11,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_1","grab","Right","2025-2-20 13:9:48.445"
12,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_1","stop_detection","Right","2025-2-20 13:9:48.462"
13,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_1","start_detection","Left","2025-2-20 13:9:58.452"
14,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_1","grab","Left","2025-2-20 13:9:59.209"
15,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_1","stop_detection","Left","2025-2-20 13:9:59.229"
16,"FDI_AI","","T1_BasicMechanics","7","PoliceTape_1","start_detection","Right","2025-2-20 13:10:7.324"
17,"FDI_AI","","T1_BasicMechanics","7","PoliceTape_1","grab","Right","2025-2-20 13:10:7.938"
18,"FDI_AI","","T1_BasicMechanics","7","PoliceTape_1","stop_detection","Right","2025-2-20 13:10:7.954"
19,"FDI_AI","","T1_BasicMechanics","7","PoliceTape_1","release","Right","2025-2-20 13:10:12.881"
20,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_1","release","Left","2025-2-20 13:10:12.933"
21,"FDI_AI","","T1_BasicMechanics","9","Clamps_2","start_detection","Right","2025-2-20 13:10:37.936"
22,"FDI_AI","","T1_BasicMechanics","9","Clamps_2","grab","Right","2025-2-20 13:10:38.795"
23,"FDI_AI","","T1_BasicMechanics","9","Clamps_2","stop_detection","Right","2025-2-20 13:10:38.810"
24,"FDI_AI","","T1_BasicMechanics","9","Clamps_2","release","Right","2025-2-20 13:10:40.993"
25,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_3","start_detection","Left","2025-2-20 13:10:44.509"
26,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_3","grab","Left","2025-2-20 13:10:45.149"
27,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_3","stop_detection","Left","2025-2-20 13:10:45.165"
28,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_3","release","Left","2025-2-20 13:10:46.670"
29,"FDI_AI","","T1_BasicMechanics","4","Dosimeter_EPD_2","start_detection","Right","2025-2-20 13:10:55.585"
30,"FDI_AI","","T1_BasicMechanics","4","Dosimeter_EPD_2","stop_detection","Right","2025-2-20 13:10:55.634"
31,"FDI_AI","","T1_BasicMechanics","4","Dosimeter_EPD_2","start_detection","Right","2025-2-20 13:10:55.665"
32,"FDI_AI","","T1_BasicMechanics","4","Dosimeter_EPD_2","grab","Right","2025-2-20 13:10:56.196"
33,"FDI_AI","","T1_BasicMechanics","4","Dosimeter_EPD_2","stop_detection","Right","2025-2-20 13:10:56.218"
34,"FDI_AI","","T1_BasicMechanics","4","Dosimeter_EPD_2","release","Right","2025-2-20 13:10:58.753"
35,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_2","start_detection","Left","2025-2-20 13:11:40.718"
36,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_2","grab","Left","2025-2-20 13:11:41.964"
37,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_2","stop_detection","Left","2025-2-20 13:11:41.980"
38,"FDI_AI","","T1_BasicMechanics","3","Dosimeter_SABG100_2","release","Left","2025-2-20 13:11:53.594"
39,"FDI_AI","","T1_BasicMechanics","2","TrafficCone_5","start_detection","Left","2025-2-20 13:12:14.406"
40,"FDI_AI","","T1_BasicMechanics","2","TrafficCone_5","grab","Left","2025-2-20 13:12:15.359"
41,"FDI_AI","","T1_BasicMechanics","2","TrafficCone_5","stop_detection","Left","2025-2-20 13:12:15.382"
42,"FDI_AI","","T1_BasicMechanics","2","TrafficCone_5","release","Left","2025-2-20 13:12:20.715"
