id,user_id,experiment_id,scenario_type,tutorial_item_id,event_type,event_datetime
0,"FDI_AC","","T1_BasicMechanics","MOV_VirtualWorld","started","2025-2-18 12:12:51.412"
1,"FDI_AC","","T1_BasicMechanics","MOV_VirtualWorld","completed","2025-2-18 12:20:10.672"
2,"FDI_AC","","T1_BasicMechanics","OI_Detection","started","2025-2-18 12:21:36.345"
3,"FDI_AC","","T1_BasicMechanics","OI_Detection","completed","2025-2-18 12:25:38.883"
4,"FDI_AC","","T1_BasicMechanics","OI_GrabRelease","started","2025-2-18 12:29:28.980"
5,"FDI_AC","","T1_BasicMechanics","OI_GrabRelease","completed","2025-2-18 12:29:41.132"
6,"FDI_AC","","T1_BasicMechanics","OI_Placement","started","2025-2-18 12:29:59.828"
7,"FDI_AC","","T1_BasicMechanics","OI_Placement","completed","2025-2-18 12:30:42.111"
8,"FDI_AC","","T1_BasicMechanics","CI_Conversation","started","2025-2-18 12:31:4.996"
9,"FDI_AC","","T1_BasicMechanics","CI_Conversation","completed","2025-2-18 12:31:33.289"
