id,user_id,experiment_id,scenario_type,actor_id,actor_name,dose_rate,dose_absortion,event_datetime
0,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4429.509888","2025-2-20 11:37:20.201"
1,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4444.225809","2025-2-20 11:37:22.18"
2,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4448.041302","2025-2-20 11:37:22.494"
3,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4452.201686","2025-2-20 11:37:23.34"
4,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4456.23098","2025-2-20 11:37:23.522"
5,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4460.356437","2025-2-20 11:37:24.33"
6,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4464.46044","2025-2-20 11:37:24.534"
7,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4468.415243","2025-2-20 11:37:25.35"
8,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4472.677961","2025-2-20 11:37:25.590"
9,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4476.828186","2025-2-20 11:37:26.101"
10,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4485.235359","2025-2-20 11:37:27.138"
11,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4489.162848","2025-2-20 11:37:27.634"
12,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4493.256265","2025-2-20 11:37:28.155"
13,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4497.549901","2025-2-20 11:37:28.681"
14,"FDI_AG","","T2_BasicEmergency","11","RadiationEmissionPoint_1","28860.000595","4501.66514","2025-2-20 11:37:29.202"
