id,user_id,experiment_id,scenario_type,actor_id,dose_rate,dose_absortion,event_datetime
0,"FDI_BA","","T2_BasicEmergency","3","37.980093","8.752555","2025-2-18 10:36:3.618"
1,"FDI_BA","","T2_BasicEmergency","3","37.980093","8.757496","2025-2-18 10:36:4.23"
2,"FDI_BA","","T2_BasicEmergency","3","37.980093","8.763055","2025-2-18 10:36:4.554"
3,"FDI_BA","","T2_BasicEmergency","3","37.980093","8.768222","2025-2-18 10:36:5.32"
4,"FDI_BA","","T2_BasicEmergency","3","37.980093","8.773709","2025-2-18 10:36:5.560"
5,"FDI_BA","","T2_BasicEmergency","3","37.980093","8.779362","2025-2-18 10:36:6.86"
6,"FDI_BA","","T2_BasicEmergency","3","37.980093","8.785001","2025-2-18 10:36:6.617"
7,"FDI_BA","","T2_BasicEmergency","3","37.980093","8.790412","2025-2-18 10:36:7.126"
8,"FDI_BA","","T2_BasicEmergency","3","37.980093","8.79588","2025-2-18 10:36:7.647"
9,"FDI_BA","","T2_BasicEmergency","3","37.980093","8.801265","2025-2-18 10:36:8.176"
